"";"name";"name_url";"authors";"type";"description";"link_download_citations"
"61";"Enhancing Fusarium crown rot resistance of durum wheat by introgressing chromosome segments from hexaploid wheat";"https://link.springer.com/article/10.1007/s10681-011-0492-0";"J. Ma, C. Y. Zhang, Y. X. Liu, G. J. Yan, C. J. Liu in Euphytica (2012)";"Article";"
      Compared with hexaploid wheat, tetraploid durum is more susceptible to Fusarium...crown rot (FCR) infection. The feasibility of enhancing FCR resistance in durum wheat by introgressing chromosome segments of hexa...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0492-0?format=refman&flavour=citation"
"62";"Agronomic evaluation of AABB wheat tetraploids extracted from wheat neo-allohexaploids";"https://link.springer.com/article/10.1007/s10681-018-2293-1";"Joseph Jahier, Denise Deffains, Virginie Huteau, Olivier Coriton in Euphytica (2018)";"Article";"
      In order to understand if the mechanisms leading to stabilization of hexaploid wheats occurred in early generations after hybridization or ... , we extracted tetraploids from newly synthesized allohexaploid wheats
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-018-2293-1?format=refman&flavour=citation"
"63";"Mapping a gene conferring resistance to Wheat yellow mosaic virus in European winter wheat cultivar ‘Ibis’ (Triticum aestivum L.)";"https://link.springer.com/article/10.1007/s10681-010-0229-5";"Zenta Nishio, Hisayo Kojima, Akiyo Hayata, Norio Iriki, Tadashi Tabiki… in Euphytica (2010)";"Article";"
      Wheat yellow mosaic, caused by Wheat yellow mosaic virus...(WYMV), is one of the most devastating soil-borne diseases of winter wheat (Triticum aestivum...L.) in Japan. Yellow-striped leaves and stunted spring gr...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-010-0229-5?format=refman&flavour=citation"
"64";"Virulence of wheat yellow rust races and resistance genes 
      of wheat cultivars in Ecuador";"https://link.springer.com/article/10.1007/s10681-006-9230-4";"J. B. Ochoa, D. L. Danial, B. Paucar in Euphytica (2006)";"Article";"
      Virulence factors of the yellow rust, Puccinia striiformis, populations in bread wheat were studied in Ecuador between 1973 and...Yr1, Yr2, Yr2+, Yr3V, Yr3ND, Yr4+, Yr6, Yr6+, Yr7, Yr7+, Yr9, Yr9+, Yr11, Yr12, Yr
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-006-9230-4?format=refman&flavour=citation"
"65";"AFLP genetic diversity analysis in Russian wheat aphid resistant wheat accessions";"https://link.springer.com/article/10.1007/s10681-011-0605-9";"G. Srinivas, Yinghua Huang, Brett F. Carver, Do Mornhinweg in Euphytica (2012)";"Article";"
      Russian wheat aphid (RWA), Diuraphis noxia...(Mordvilko), is an important insect pest which causes severe economic losses in wheat (Triticum spp.). Among the various U.S. RWA biotypes, biotype 1 (RWA1) and biotyp...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0605-9?format=refman&flavour=citation"
"66";"Inheritance of Russian wheat aphid resistance from tetraploid wheat accessions during transfer to hexaploid wheat";"https://link.springer.com/article/10.1007/s10681-010-0299-4";"Benjamin M. Beyer, Scott D. Haley, Nora L. V. Lapitan, Junhua H. Peng… in Euphytica (2011)";"Article";"
      Identification of new sources of resistance to Russian wheat aphid (RWA) (Diuraphis noxia (Kurdjumov) in wheat (Triticum aestivum...L.) has become very important with the identification of several new biotypes si...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-010-0299-4?format=refman&flavour=citation"
"67";"Response of Japanese wheat varieties to three pathotypes of wheat yellow mosaic virus";"https://link.springer.com/article/10.1007/s10681-019-2387-4";"Hisayo Kojima, Takahide Sasaya, Koichi Hatta, Masako Seki, Shunsuke Oda… in Euphytica (2019)";"Article";"
      Yellow mosaic disease, caused by wheat yellow mosaic virus (WYMV), is one of the most serious diseases of winter wheat (Triticum aestivum...L.) in Japan. WYMV pathotype I is distributed mainly in western and cent...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-019-2387-4?format=refman&flavour=citation"
"68";"Developing standardized methods for breeding preharvest sprouting resistant wheat, challenges and successes in Canadian wheat";"https://link.springer.com/article/10.1007/s10681-011-0611-y";"R. M. DePauw, R. E. Knox, A. K. Singh, S. L. Fox, D. G. Humphreys, P. Hucl in Euphytica (2012)";"Article";"
      Preharvest sprouting (PHS) in spring wheat (Triticum aestivum L.) and durum wheat (T. turgidum L. var durum...) causes significant economic losses due to a reduction in grain yield, grain functionality and viabil...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0611-y?format=refman&flavour=citation"
"69";"Embryo lethality in wheat × rye hybrids—mode of inheritance and the identification of a complementary gene in wheat";"https://link.springer.com/article/10.1007/s10681-010-0202-3";"N. Tikhenko, N. Tsvetkova, A. Voylokov, O. Dobrovolskaya, K. Zaynali Nezhad… in Euphytica (2010)";"Article";"
      Crosses between hexaploid wheat and rye can only succeed when pre-...Eml-R1), which is involved in post-zygotic isolation, has been mapped to chromosome 6R. In the present paper the mode of inheritance of Eml-R1 ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-010-0202-3?format=refman&flavour=citation"
"70";"Screening wheat genotypes for resistance to wheat blast disease in the vegetative and reproductive stages";"https://link.springer.com/article/10.1007/s10681-019-2382-9";"João Romero do Amaral Santos de Carvalho Rocha, Igor Gonçalves de Paula… in Euphytica (2019)";"Article";"
      The wheat blast disease has been considered one of ... The study aimed to evaluate the resistance of wheat cultivars to Pyricularia oryzae pathotype triticum...isolates at the vegetative and reproductive stage an...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-019-2382-9?format=refman&flavour=citation"
"71";"Genetic variation of wheat glutenin subunits between landraces and varieties and their contributions to wheat quality improvement in China";"https://link.springer.com/article/10.1007/s10681-009-9905-8";"Yulian Li, Chengyan Huang, Xinxia Sui, Qingqi Fan, Genying Li, Xiusheng Chu in Euphytica (2009)";"Article";"
      Glutenin, one of major factors effecting bread-making quality, is comprised of a mixture of polymers, viz. high-molecular-weight glutenin subunits (HMW-GSs) and low-molecular-weight glutenin subunits (LMW-GSs)...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-009-9905-8?format=refman&flavour=citation"
"72";"Inheritance and allelism of wheat streak mosaic virus resistance in two Iranian wheat lines";"https://link.springer.com/article/10.1007/s10681-004-3284-y";"F. Hassani, M. T. Assad in Euphytica (2004)";"Article";"
      Wheat streak mosaic (WSM) caused by wheat streak mosaic virus (WSMV) is a serious disease of wheat and many plants in the grass family....1, F2, backcrosses to susceptible (BCS) and resistant (BCR) were evaluated...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-004-3284-y?format=refman&flavour=citation"
"73";"Selection of U and M genome-specific wheat SSR markers using wheat–Aegilops biuncialis and wheat–Ae. geniculata addition lines";"https://link.springer.com/article/10.1007/s10681-010-0180-5";"Annamária Schneider, István Molnár, Márta Molnár-Láng in Euphytica (2010)";"Article";"
      We selected wheat SSR markers specific to the U and...Aegilops species. A total of 108 wheat SSR markers were successfully tested on Ae. biuncialis (2n = 4x = 28, UbUbMbMb), on five wheat–Ae. biuncialis addition ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-010-0180-5?format=refman&flavour=citation"
"74";"Different quantitative trait loci for Fusarium resistance in wheat seedlings and adult stage in the Wuhan/Nyubai wheat population";"https://link.springer.com/article/10.1007/s10681-008-9747-9";"L. Tamburic-Ilincic, D. Somers, G. Fedak, A. Schaafsma in Euphytica (2009)";"Article";"
      Fusarium head blight (FHB), caused primarily by Fusarium graminearum (Schwabe), is an important wheat disease. In addition to head blight, F. graminearum...also causes Fusarium seedling blight (FSB) and produces ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-008-9747-9?format=refman&flavour=citation"
"75";"Greenhouse evaluation of red winter wheats for resistance to the Russian wheat aphid (Diuraphis noxia, Mordvilko)";"https://link.springer.com/article/10.1007/BF00039668";"E. Souza, C. M. Smith, D. J. Schotzko, R. S. Zemetra in Euphytica (1991)";"Article";"
      The Russian wheat aphid (Diuraphis noxia..., Mordvilko) (RWA) is responsible for significant economic damage to cereal crops in arid and semi-arid environments. In this research 20 red winter wheats originating f...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00039668?format=refman&flavour=citation"
"76";"Erratum to: Perennial wheat lines have highly admixed population structure and elevated rates of outcrossing";"https://link.springer.com/article/10.1007/s10681-017-1999-9";"J. Piaskowski, Kevin Murphy, Theodore Kisha, Stephen Jones in Euphytica (2017)";"Article";"
      
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-017-1999-9?format=refman&flavour=citation"
"77";"The inheritance of host plant effect on latency period of wheat leaf rust in spring wheat. I: Estimation of gene action and number of effective factors in F1, F2 and backcross generations";"https://link.springer.com/article/10.1007/BF00037526";"Th. Jacobs, L. H. M. Broers in Euphytica (1989)";"Article";"
      Crosses were made between the highly susceptible Little Club and the partially resistant cultivars Westphal 12A, Akabozu and BH 1146 to obtain F1, F2 and backcross generations. Latency period (LP) was determined ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00037526?format=refman&flavour=citation"
"78";"Evaluation of wheat genotypes for field resistance to wheat blast caused by Magnaporthe oryzae pathotype Triticum (MoT) and correlation between yield loss and disease incidence in the Brazilian Cerrado";"https://link.springer.com/article/10.1007/s10681-021-02816-w";"Alexei de Campos Dianese, Ana Beatriz Zacaroni, Bruno Cézar Pereira de Souza… in Euphytica (2021)";"Article";"
      Wheat blast caused by Magnaporthe oryzae...pathotype Triticum (MoT) has become an important fungal disease on wheat and is now present in most of the important wheat-producing tropical regions of the world. This ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02816-w?format=refman&flavour=citation"
"79";"Characterization of wheat-alien translocations conferring resistance to diseases and pests: current status";"https://link.springer.com/article/10.1007/BF00035277";"B. Friebe, J. Jiang, W. J. Raupp, R. A. McIntosh, B. S. Gill in Euphytica (1996)";"Article";"
      Wild relatives of common wheat, Triticum aestivum..., and related species are an important source of disease and pest resistance and several useful traits have been transferred from these species to wheat. C-band...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00035277?format=refman&flavour=citation"
"80";"Development of hard white winter wheats for a hard red winter wheat region";"https://link.springer.com/article/10.1007/BF00021914";"M. P. Upadhyay, G. M. Paulsen, E. G. Heyne, R. G. Sears, R. C. Hoseney in Euphytica (1984)";"Article";"
      Hard white winter wheat (HWWW) occupies a very limited area ... its production in the major hard red winter wheat (HRWW) region may be feasible. Objectives ... high yielding, high quality hard white winter wheat ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021914?format=refman&flavour=citation"
"81";"Evaluation of winter wheat as a source of high yield potential for the breeding of spring wheat";"https://link.springer.com/article/10.1007/BF00043459";"Moshe J. Pinthus in Euphytica (1967)";"Article";"
      Grain yield components of high yielding European winter wheat varieties and of the best spring varieties...1- and F2...-populations of crosses between winter and spring varieties were tested. Under conditions in ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00043459?format=refman&flavour=citation"
